year;page;title;average_score;votes;price;categories;author;publisher;cover_type;publication_year;num_pages;format;code
2010;2;Puterea mintii. Descoperirea si disciplinarea fortei mentale - Swami Vishnu Devanda;5;2;19.95;Minte Corp, Dezvoltare Spirituala;Swami Vishnu Devanda;ANTET REVOLUTION;Necartonata;2010;128;200 x 130 mm;ANT978-973-636-520-1
2010;2;Marturii din iadul inchisorilor comuniste - Mihai Puscasu;0;0;14;Carte Ortodoxa;Mihai Puscasu;AGATON;null;2010;136;200 x 130 mm;AGT978-973-1981-16-1
2010;2;Raspunsuri duhovnicesti la intrebarile credinciosilor ale Parintelui Ilarion Argatu - Ioan V. Argatu;5;2;35;Carte Ortodoxa;Ioan V. Argatu;MILA CRESTINA;Necartonata;2010;420;210 x 150 x 24 mm;MCR978-606-8084-06-0
2010;2;Un cantec e inima mea. Carte + CD Audio - Marcela Penes;5;2;11.242;Carti cu CD, Practic Pentru Copii;Marcela Penes;ARAMIS;Necartonata;2010;24;140 x 125 x 6 mm;ARA973-679-751-4
2010;2;Heidi + CD;5;2;19.2;Carti cu CD, Practic Pentru Copii;null;UNICART;null;2010;null;330 x 230 mm;UNC973-1935-97-3
2010;2;Povestiri populare - Lev Nikolaevici Tolstoi;0;0;15.2;Literatura Universala;Lev Nikolaevici Tolstoi;GRAMAR;Necartonata;2010;null;240 x 170 mm;GRA973-1973-29-6
2010;2;Pachet. Opere Esentiale Sigmund Freud. 11 Volume;0;0;499;Psihologie, psihanaliza, logica;Sigmund Freud;TREI;Necartonata;2010;5494;265 x 210 x 145 mm;TRE973-707-000-1
2010;2;Ergoterapia in psihiatrie - Martin Mueller;4;1;25;Psihologie, psihanaliza, logica;Martin Mueller;LIMES;null;2010;146;null;LIM973-726-497-8
2010;2;Cum sa intri in mintea celuilalt - Stephane Rusinek;0;0;28.453;Psihologie Practica;Stephane Rusinek;POLIROM;Necartonata;2010;208;200 x 135 mm;POL973-46-1643-5
2010;2;Reintregirea. Lumini si umbre in trecutul si prezentul romanesc - Ion Gherman;0;0;40.27;Istoria Romanilor;Ion Gherman;VREMEA;Necartonata;2010;472;200 x 130 x 21 mm;VRE978-973-645-387-8
2010;2;Abordarea Cognitiv-Comportamentala In Sexologie - Viorel Lupu;5;1;45;Psihologie, psihanaliza, logica;Viorel Lupu;ASOCIATIA DE STIINTE COGNITIVE DIN ROMANIA;Necartonata;2010;172;240 x 170 mm;ASR978-606-8244-59-4
2010;2;Teste supreme De aptitudini - Jim Barrett;0;0;35;Teste Psihometrice;Jim Barrett;METEOR PRESS;null;2010;192;200 x 130;MET978-606-8653-11-2
2010;2;Analiza economico-financiara. Concepte si studii de caz - Willi Pavaloaia, Marius Dumitru Paraschive;0;0;45;Finante Banci;Willi Pavaloaia, Marius Dumitru Paraschive;ECONOMICA;Necartonata;2010;392;240 x 170 mm;ECO978-973-709-499-5
2010;2;Psihopatologia vietii cotidiene - Sigmund Freud;0;0;49;Dezvoltare Spirituala, Psihologie, psihanaliza, logica;Sigmund Freud;TREI;Necartonata;2010;328;null;TRE978-606-40-0934-0
2010;2;Mos Craciun - Mauri Kunnas;5;2;49;Literatura Universala;Mauri Kunnas;CARTEA COPIILOR;Cartonata;2010;52;300 x 240 mm;CCO978-973-88905-2-7
2010;2;Cunoasterea mediului in gradinita - Stefania Antonovici;0;0;14.25;Carte Prescolara, Joc;Stefania Antonovici;DIDACTICA PUBLISHING HOUSE;Necartonata;2010;88;235 x 165 x 4 mm;DPH978-606-8027-49-4
2010;2;In imparatia animalelor - Anastasia Popa;0;0;30;Carte Prescolara, Joc;Anastasia Popa;CARMINIS;Necartonata;2010;120;260 x 200 x 6 mm;CAM978-973-123-117-4
2010;2;Motivatia. Teorii Si Practici - Carmen Buzea;0;0;29;Sociologie;Carmen Buzea;INSTITUTUL EUROPEAN;null;2010;176;165x235 mm;INE978-973-611-660-5
2010;2;Everghetinos vol.2 Editie bilingva;0;0;57;Carte Ortodoxa;null;SFANTA MANASTIRE VATOPED;Cartonata;2010;401;240 x 170 mm;MMV978-960-7735-57-7
2010;2;Ne vorbeste Parintele Cleopa 5;5;1;12;Carte Ortodoxa;null;EPISCOPIA ROMANULUI;Necartonata;2010;142;200 x 130 x 8 mm;EPI973-00000-005
2010;2;Cercul de magie Vol.1: Magia lui Sandry - Tamora Pierce;0;0;19.55;Carti pentru adolescenti, Young Adult, Literatura Universala, Literatura Fantasy;Tamora Pierce;RAO;Necartonata;2010;288;180 x 105 x 18 mm;RAO973-92674-0-0
2010;2;Tratat de nursing - Crin Marcean;0;0;59.85;Medicina;Crin Marcean;MEDICALA;null;2010;404;240 x 170 mm;MED973-39-0704-6
2010;2;Dezvoltarea umana - Diane E. Papalia, Sally Wendkos Olds, Ruth Duskin Feldman;5;2;199;Psihologie, psihanaliza, logica;Diane E. Papalia, Sally Wendkos Olds, Ruth Duskin Feldman;TREI;null;2010;832;275 x 215 mm;TRE973-707-414-0
2010;2;Intre cruciati si tatari - Ovidiu Pecican;0;0;34.99;Istoria Romanilor;Ovidiu Pecican;LIMES;null;2010;230;210 x 150 mm;LIM973-726-507-4
2010;2;Mobilier rustic - Nick Engler;5;3;32.5;Bricolaj;Nick Engler;MAST;Necartonata;2010;328;230 x 190 mm;MAS978-973-1822-62-4
2010;2;Adolescenta, feciorie, casatorie - Arhim. Simeon Kraiopoulos;0;0;42;Carte Ortodoxa;Simeon Kraiopoulos;BIZANTINA;Necartonata;2010;288;205 x 145 x 21 mm;BIZ978-606-8112-04-6
2010;2;Bel-Ami - Guy de Maupassant;5;3;23.75;Literatura clasica, Literatura franceza;Guy De Maupassant;GRAMAR;Necartonata;2010;296;200 x 140 mm;GRA978-973-591-676-3
2010;3;Limbajul C# pentru incepatori. Vol.7 - Liviu Negrescu, Lavinia Negrescu;0;0;34.2;Software;Liviu Negrescu, Lavinia Negrescu;ALBASTRA;Necartonata;2010;220;205 x 145 x 12 mm;ALB978-973-650-280-4
2010;3;Anatomie Artistica Vol.1: Contructia corpului - Gh. Ghitescu;5;1;113.05;Arta;Gh. Ghitescu;POLIROM;Cartonata;2010;160;295 x 210 mm;POL978-973-46-1789-0
2010;3;Spargatorul de gheata. Cine a declansat al doilea razboi mondial? - Victor Suvorov;0;0;39.95;Istorie;Victor Suvorov;POLIROM;null;2010;312;null;POL973-46-1827-9
2010;3;Anatomie artistica Vol.2: Formele corpului in repaus si miscare - Gh. Ghitescu;5;2;122.55;Arta;Gh. Ghitescu;POLIROM;Cartonata;2010;256;295 x 210 mm;POL973-46-1790-6
2010;3;Ultima arma - Philip Le Roy;5;2;16.15;Carti thriller, Literatura Universala;Philip Le Roy;RAO;Necartonata;2010;570;180 x 105 x 33 mm;RAO973-8255-08-8
2010;3;Cum sa faci fata afectiunilor renale - Tom Smith;5;1;19;Terapii Alternative;Tom Smith;ANTET REVOLUTION;Necartonata;2010;144;200 x 130 mm;ANT973-636-396-2
2010;3;Filmul. Regizori, genuri, capodopere. Cinematografia de autor;0;0;15.92;Desen Muzica Film Teatru;null;LITERA;null;2010;180;240 x 180 mm;LIT973-675-803-4
2010;3;Kairoi sau roadele timpului - Octavian Florescu;0;0;19.27;Filosofie Romaneasca;Octavian Florescu;INSTITUTUL EUROPEAN;Necartonata;2010;178;200 x 130 x 9 mm;INE978-973-611-693-3
2010;3;Nunta Zamfirei - George Cosbuc;5;1;15;Poezie;George Cosbuc;ASTRO;Necartonata;2010;256;200 x 130 x 12 mm;ATR978-606-92310-1-2
2010;3;Pocainta sau intoarcerea la Dumnezeu;0;0;30;Carte Ortodoxa;null;BIZANTINA;null;2010;178;210 x 150 mm;BIZ973-9492-00-2
2010;3;Islanda - Calator pe mapamond;4.5;2;36.75;Ghid Turistic;Autor Anonim;AD LIBRI;null;2010;160;210 x 125 x 11 mm;ADL978-606-8050-17-1
2010;3;Vindecarea sentimentelor... din inima ta - Karol K. Truman;4.5;2;28;Dezvoltare Spirituala;Karol K. Truman;ADEVAR DIVIN;Necartonata;2010;272;200 x 130 x 18 mm;ADD973-8080-21-5
2010;3;Comparatii si explicatii in stiinta politica si in sociologie - Mattei Dogan;0;0;49;Sociologie;Mattei Dogan;INSTITUTUL EUROPEAN;Necartonata;2010;294;235 x 165 x 15 mm;INE978-973-611-671-1
2010;3;Caiet de scriere - Clasa 1 - Ala Leca;0;0;16;Culegeri Auxiliare;Ecaterina Stratan, Ala Leca;DORINTA;Necartonata;2010;72;280 x 210 mm;DOR978-9975-4118-4-4
2010;3;Dictionar roman-spaniol, spaniol-roman - Anton Vlad;4;1;30;Spaniola;Anton Vlad;ASTRO;Necartonata;2010;576;200 x 130 x 17 mm;ATR978-606-9231-16-6
2010;3;Pierderea virginitatii. Autobiografia - Richard Branson;5;2;66.47;Memorii Jurnal;Richard Branson;PUBLICA;null;2010;648;205 x 145 mm;PUB973-1931-33-3
2010;3;Laboratorul 3D. Carpatii Romanesti - Ionut Popa, Danut Calin, Daniel Ciupitu;0;0;24.99;Culegeri Auxiliare;Daniel Ciupitu, Ionut Popa, Danut Calin;CD PRESS;null;2010;32;310 x 220 x 5 mm;CDP978-606-528-133-2
2010;3;Pasari calatoare - Planse - Dosa Daniela;5;1;18;Pedagogie Metodica;Dosa Daniela;TEHNO-ART;Cartonata;2010;13;300 x 420 mm;TEA978-973-1842-80-6
2010;3;Cheita de aur sau pataniile lui Buratino - Alexei N. Tolstoi;5;1;10.8;Literatura Universala;Alexei Tolstoi;AGORA;Necartonata;2010;151;210 x 140 mm;AGO978-606-92211-2-0
2010;3;Pachet Craciun CD1: Povesti romanesti cu CD + Cartea cu colinde cu CD;5;1;79.2;Povesti, basme, legende, Carti cu CD;null;GAMA;Cartonata;2010;82;230x230;GAM594-8492-860-02-1
2010;3;Drept international - Valentin Constantin;0;0;93;Carte Juridica;Valentin Constantin;UNIVERSUL JURIDIC;Necartonata;2010;580;null;UJU978-973-127-323-5
2010;3;Strutul - Christoph Kistner;5;1;12.53;Animale Pasari;Christoph Kistner;MAST;Necartonata;2010;216;200 x 130 mm;MAS978-973-1822-69-3
2010;3;Recviem - Jack Ross;0;0;16.159;Carti thriller, Literatura Universala;Jack Ross;RAO;Necartonata;2010;288;180 x 110 x 19 mm;RAO973-92674-7-9
2010;3;Razbunatorii - John Connolly;0;0;20.4;Carti thriller;John Connolly;RAO;null;2010;416;210 x 130 mm;RAO973-92677-7-6
2010;3;Dumnezei uitati, trezindu-se - Ramtha;5;2;30;Dezvoltare Spirituala;Ramtha;MMS;Necartonata;2010;104;200 x 130 x 7 mm;MMS973-92384-0-0
2010;3;Scoala gladiatorilor - Wolfram zu Mondfeld, Barbara zu Wertheim;0;0;16.15;Literatura contemporana, Literatura germana, Literatura Universala;Wolfram Zu Mondfeld, Barbara Zu Wertheim;RAO;Necartonata;2010;896;180 x 110 x 48 mm;RAO973-8251-10-3
2010;3;Recviem pentru o calugarita - William Faulkner;3;1;20.4;Literatura contemporana, Literatura americana, Literatura Universala;William Faulkner;RAO;null;2010;288;200 x 130 mm;RAO973-8251-85-1
2010;3;Geamanul lui Cristos - Patrick Banon;0;0;26.91;Literatura contemporana, Literatura Universala;Patrick Banon;ALL;Necartonata;2010;408;200 x 130 mm;ALL973-724-302-7
2010;3;Staretul meu Iosif Isihastul - Efrem Filotheitul;5;2;70;Carte Ortodoxa;Efrem Filotheitul;EVANGHELISMOS;null;2010;438;16,5 x 23,5 cm;EVA973-7812-74-2
2010;3;Oglinzi - Razvan Mazilu;0;0;86.6;Arta;Razvan Mazilu;VELLANT;null;2010;170;330 x 280 mm;VEL973-1984-61-2
2010;3;Intre viata si carti - Nicolae Steinhardt;5;1;56.953;Literatura contemporana;Nicolae Steinhardt;POLIROM;Cartonata;2010;488;200 x 130 mm;POL973-46-1565-0
2010;3;Recunostinta - Florin Zamfir, Veronica Gafton;0;0;27.55;Dezvoltare Spirituala;Florin Zamfir, Veronica Gafton;MIX;Necartonata;2010;23;310 x 200 mm;MIX973-8471-79-5
2010;3;Dr. Quantum si carticica marilor idei - Fred Alan Wolf;0;0;19;Dezvoltare Spirituala;Fred Alan Wolf;PRESTIGE;Necartonata;2010;152;170 x 120 mm;PRE973-92379-1-5
2010;3;Dictionar juridic roman-francez si francez-roman - Diana Danisor;5;3;170.05;Carte Juridica;Diana Danisor;C.H. BECK;Necartonata;2010;912;200 x 130 x 43 mm;ABE978-973-115-747-4
2010;4;Ghid de practica psihologica pentru studenti - Mihai Anitei, Simona Trifu, Mihaela Chraif;0;0;27.455;Psihologie, psihanaliza, logica;Mihai Anitei, Simona Trifu, Mihaela Chraif;UNIVERSITARA;Necartonata;2010;283;240 x 170 mm;UNV978-606-591-044-7
2010;4;Doina - Octavian Goga;0;0;12;Poezie;Octavian Goga;ASTRO;Necartonata;2010;184;200 x 130 x 10 mm;ATR978-606-92310-3-6
2010;4;Fluxul. 40 de zile pentru o transformare totala a vietii - Tara Meyer-Robson;0;0;33.25;Dezvoltare Spirituala;Tara Meyer-Robson;CARTEA DAATH;Necartonata;2010;478;200 x 140 mm;DAA978-973-88581-5-2
2010;4;Enciclopedia bibliei - Peter Atkinson;0;0;70;Carti Pentru Copii;Peter Atkinson;CASA CARTII;null;2010;128;260x220 mm;CCO978-973-8998-96-4
2010;4;Album de Studii pentru Vioara;0;0;30;Desen Muzica Film Teatru;null;GRAFOART;null;2010;null;null;GRF978-973-9054-22-5
2010;4;101 greseli in psihoterapie - Richard C. Robertiello, Gerald Schoenewolf;0;0;65;Psihologie, psihanaliza, logica;Richard C. Robertiello, Gerald Schoenewolf;TREI;Necartonata;2010;336;200 x 130 mm;TRE973-707-340-2
2010;4;Pelerinaj la Mormantul Domnului - Ioanichie Balan;5;2;38;Dezvoltare Spirituala;Ioanichie Balan;MANASTIREA SIHASTRIA;Necartonata;2010;500;200 x 130 mm;MSI973-7897-11-0
2010;4;Noapte de decembrie - Dumitru Chican;0;0;21;Publicistica;Dumitru Chican;PROEMA;Necartonata;2010;140;230X150;PRM978-606-8138-04-6
2010;4;Sylvie Germain. La Grace et la Chute - Serenela Ghiteanu;0;0;48.16;Franceza;Serenela Ghiteanu;INSTITUTUL EUROPEAN;Necartonata;2010;324;235 x 165 x 15 mm;INE978-973-611-677-3
2010;4;Originile si evolutia Uniunii Europene - Desmond Dinan;0;0;94.5;Relatii Internationale;Desmond Dinan;STIINTA;Necartonata;2010;376;235 x 165 x 18 mm;ROV978-9975-67-649-6
2010;4;Dictionar de prenume - Maria Cosniceanu;0;0;25;Dictionare Romana;Maria Cosniceanu;STIINTA;Cartonata;2010;144;200 x 140 mm;STI978-9975-67-654-0
2010;4;Mihai Eminescu in filatelia si cartofilia universala - Constantin Gh. Ciobanu;0;0;75;Litere Filologie;Constantin Gh. Ciobanu, Maria Godorozea;STIINTA;Necartonata;2010;120;210x210 mm;STI978-9975-677-27-1
2010;4;Pasari sedentare - Planse - Luminita Mihoc;5;1;20;Pedagogie Metodica;Luminita Mihoc;TEHNO-ART;Cartonata;2010;24;300 x 420 mm;TEA978-973-1842-86-8
2010;4;Supercalifragilisticeala. Joc didactic - Viorica Preda, Daniela Dosa;0;0;20;Pedagogie Metodica;Viorica Preda, Daniela Dosa;TEHNO-ART;Necartonata;2010;12;290 x 210 mm;TEA978-973-1842-88-2
2010;4;Planse. Personalitati marcante. Fise de sinteza (22 fise);0;0;75;Pedagogie Metodica;null;DORINTA;null;2010;null;470 x 350 x 10 mm;DOR978-9975-9718-3-6
2010;4;Capul cu pasari - Laurentiu-Ciprian Tudor;5;2;20;Poezie;Laurentiu-Ciprian Tudor;ARANIA;Necartonata;2010;100;195 x 110 x 6 mm;ARN978-973-8984-41-7
2010;4;Noi vom intra in vise... - Pavel Corut;5;1;20;Poezie;Pavel Corut;CORUT PAVEL;Necartonata;2010;400;200 x 130 mm;COP978-973-1992-11-2
2010;4;Le regime politique et constitutionnel de la Roumanie post-decembriste - Genoveva Vrabie;0;0;48.16;Politica;Genoveva Vrabie;INSTITUTUL EUROPEAN;Necartonata;2010;456;240 x 170 x 22 mm;INE978-973-611-720-7
2010;4;Identitatea Socioculturala A Tinerilor - SabinA-Adina Luca;0;0;36;Sociologie;Sabina-Adina Luca;INSTITUTUL EUROPEAN;Necartonata;2010;260;14x19;INE978-973-611-662-9
2010;4;Furor - Markus C. Schulte Von Drach;0;0;16.159;Carti thriller;Markus C. Schulte Von Drach;RAO;null;2010;352;180 x 110 mm;RAO973-92674-5-5
2010;4;Ed. 2 Conventia europeana a drepturilor omului. Comentariu pe articole - Corneliu Birsan;0;0;379.05;Carte Juridica;Birsan Corneliu;C.H. BECK;null;2010;1912;null;ABE973-115-676-7
2010;4;Ziua a 7-a - Andrei Calaras;0;0;33;Literatura Romana;Andrei Calaras;ABEONA PRESS;Necartonata;2010;384;200 x 130 x 18 mm;ABP973-92016-3-3
2010;4;Patericul lavrei Sfantului Sava - Teofan Zavoratul;0;0;16;Carte Ortodoxa;Teofan Zavoratul;EGUMENITA;null;2010;225;null;EGU973-550-030-3
2010;4;Escale in timp si spatiu - Nicolae Steinhardt;0;0;66.453;Memorii Jurnal;Nicolae Steinhardt;POLIROM;null;2010;576;200 x 130 mm;POL973-46-1693-0
2010;4;Omul din Beijing - Henning Mankel;0;0;38.25;Carti thriller, Literatura suedeza;Henning Mankell;RAO;null;2010;448;210 x 130 mm;RAO973-8251-38-7
2010;4;Ofiterul starii civile - Anthony Capella;0;0;20.4;Romane istorice, Literatura Universala;Anthony Capella;RAO;Cartonata;2010;448;210 x 135 x 30 mm;RAO973-8255-10-1
2010;4;Jocul cu diavolul - Sebastian Faulks;3.5;2;16.15;Carti thriller;Sebastian Faulks;RAO;Necartonata;2010;288;180 x 105 mm;RAO973-8251-78-3
2010;4;Dragonsdale. Tinutul dragonilor - Salamanda Drake;0;0;20.4;Literatura Universala, Literatura Fantasy;Salamanda Drake;RAO;Necartonata;2010;256;200 x 125 x 15 mm;RAO973-8251-74-5
2010;4;Dragonsdale - Calaretii furtunii - Salamanda Drake;0;0;20.4;Literatura Fantasy;Salamanda Drake;RAO;Necartonata;2010;256;200 x 125 x 15 mm;RAO973-8251-75-2
2010;4;Voioasa expunere a ordinii mondiale - Alexandru Balasescu;3.5;2;14.639;Sociologie;Alexandru Balasescu;CURTEA VECHE;null;2010;104;200 x 130 mm;CVE973-669-967-2
2010;4;In cautarea lui Nouf - Zoe Ferraris;5;1;21.242;Carti thriller, Literatura Universala;Zoe Ferraris;RAO;Necartonata;2010;352;180 x 110 x 20 mm;RAO973-8251-87-5
2010;4;Surad, deci exist - Vasile Andru;0;0;14.25;Minte Corp;Vasile Andru;PARALELA 45;Necartonata;2010;192;210 x 130 x 11 mm;PAR973-47-0953-3
2010;4;Noi mesaje de la univers - Mike Dooley;5;1;25;Dezvoltare Spirituala;Mike Dooley;ADEVAR DIVIN;Necartonata;2010;240;180 x 140 mm;ADD973-8080-33-8
2010;4;Imnele raiului - Efrem Sirianul;0;0;25;Carte Ortodoxa;Efrem Sirianul;DEISIS;null;2010;152;200 x 130 mm;DEI973-7859-58-7
2010;4;Ingrijirea gazonului - Daniel Boswirth-Alice Thinschmidt;0;0;27.36;Plante Gradinarit;Daniel Boswirth-Alice Thinschmidt;CASA;Necartonata;2010;84;165 x 165 mm;CSA973-92349-0-7
2010;4;Clasici - Comoara din insula;5;2;19;Literatura Universala;null;UNICART;null;2010;null;240 x 170 mm;UNC973-1935-83-6
2010;4;Rugaciunea broastei Vol.1 - Anthony De Mello;5;2;33.25;Dezvoltare Spirituala;Anthony De Mello;MIX;Necartonata;2010;352;160 x 120 mm;MIX973-8471-11-7
2010;4;Esenta doctrinei budiste - Gonsar Rinpoche;0;0;30.4;Religii Orientale;Gonsar Rinpoche;HERALD;Necartonata;2010;288;200 x 130 mm;HER973-111-157-5
2010;4;Valeriu Popa. Din tainele unui initiat roman - Adriana Caranfil;5;2;23;Dezvoltare Spirituala;Adriana Caranfil;PRESTIGE;Necartonata;2010;92;200 x 130 mm;PRE973-92379-0-8
2010;5;Lumea in vremurile de pe urma - Staretul Dionisie;5;1;28;Carte Ortodoxa;Staretul Dionisie;PRODROMOS;null;2010;256;210 x 150 mm;PRD973-87900-6-3
2010;5;Pestisorul de aur si alte basme rusesti - A.S. Puskin;5;1;17.1;Literatura Universala;Aleksandr S. Puskin;GRAMAR;null;2010;120;20x14.5 cm;GRA973-591-670-1
2010;5;Cartea lui Iancu si a tuturor copiilor: Duminica cu surprize. Saptamana profesiilor - Ala Bujor, Estela Raileanu;0;0;29;Literatura Romana;Ala Bujor, Estela Raileanu;EPIGRAF;Cartonata;2010;48;270 x 210 x 8 mm;EPG978-9975-10-909-3
2010;5;Cercul de magie Vol.2: Magia lui Tris - Tamora Pierce;0;0;19.55;Carti pentru adolescenti, Young Adult, Literatura Universala, Literatura Fantasy;Tamora Pierce;RAO;Necartonata;2010;288;180 x 105 x 20 mm;RAO973-92674-1-7
2010;5;The Lost Treasure of Bodega Bay + CD - Gina D. B. Clemen;0;0;54;Carti copii in limbi straine;Gina D. B. Clemen;BLACK CAT;Necartonata;2010;80;240 x 170 x 5 mm;EEE978-88-530-1016-2
2010;5;Violenta in scoala. O provocare mondiala? - Eric Debarbieux;0;0;40.45;Psihologie, psihanaliza, logica;Eric Debarbieux;INSTITUTUL EUROPEAN;Necartonata;2010;244;235 x 165 x 12 mm;INE978-973-611-688-9
2010;5;Drumul nostru spre Biserica Romei - Scott Hahn, Kimberly Hahn;0;0;35;Crestinism;Scott Hahn, Kimberly Hahn;GALAXIA GUTENBERG;Necartonata;2010;220;200 x 130 x 12 mm;GAL978-973-141-231-3
2010;5;Ultima noapte pe Atlantida - Adrian Paunescu;0;0;30;Poezie;Adrian Paunescu;ADRIAN PAUNESCU;Necartonata;2010;176;200 x 130 x 10 mm;EPA978-973-624-912-9
2010;5;Basarabia si ministrul intregitor Daniel Ciugureanu - Nutu Rosca;0;0;32.062;Istoria Romanilor;Nutu Rosca;PRUT;Necartonata;2010;272;200 x 145 x 12 mm;PRU978-9975-69-574-9
2010;5;Hazardurile naturale - Valeriu Cazac, Ilien Boian, Nina Volontir;0;0;90;Geografie Topografie;Nina Volontir, Ilien Boian, Valeriu Cazac;STIINTA;Cartonata;2010;208;270 x 210 mm;STI978-9975-67-712-7
2010;5;In debara. Nello Sgabuzzino - Eugenia Bulat;0;0;29.9;Poezie;Eugenia Bulat;GUNIVAS;Necartonata;2010;188;200 x 130 x 10 mm;GUN978-9975-4070-3-8
2010;5;Psihoterapia, un tratament fara medicamente - Irina Holdevici;0;0;36.613;Psihologie, psihanaliza, logica;Irina Holdevici;UNIVERSITARA;Necartonata;2010;558;200 x 130 mm;UNV978-973-749-902-8
2010;5;Cand pietrele vorbesc - Savatie Bastovoi;0;0;25;Carte Ortodoxa;Savatie Bastovoi;CATHISMA;null;2010;168;200x110 mm;CAH973-88442-7-8
2010;5;Povesti de-odata - Cristina Balan;0;0;18;Literatura Romana;Cristina Balan;CASA CARTII DE STIINTA;null;2010;130;200 x 120;CCS978-973-133-828-6
2010;5;Printre alte mii de scrisori - Ion Brad;0;0;40;Memorii Jurnal;Ion Brad;CASA CARTII DE STIINTA;Necartonata;2010;394;230 x 165 mm;CCS978-973-133-807-1
2010;5;Tinerii la rascruce - Nicolae Tanase;0;0;21;Carte Ortodoxa;Nicolae Tanase;AGAPIS;null;2010;192;200 x 130 x 10 mm;AGA978-973-1981-06-2
2010;5;Set 5 vol. Hotararile CEDO in cauzele impotriva Romaniei 1994-2009;0;0;228.789;Carte Juridica;null;UNIVERSITARA;null;2010;null;300 x 210 mm;UNV978-973-749-909-7
2010;5;Teatru - Ion Luca Caragiale;5;2;15.992;Literatura Romana;Ion Luca Caragiale;LITERA;Necartonata;2017;334;200 x 130;LIT978-606-33-0842-9
2010;5;Straini vestiti in luptele cu Roma - I. M. Marinescu;0;0;14.7;Istorie Universala;I. M. Marinescu;SAECULUM I.O.;null;2010;174;200 x 130 mm;SEC978-973-642-247-8
2010;5;Animalele si recordurile lor;5;1;42.42;Practic Pentru Copii;null;GRUPUL EDITORIAL ART;Cartonata;2010;32;190 x 190 mm;ART978-973-88988-6-8
2010;5;Studii elementare pentru Pian Opus 176 - Duvernoy;0;0;24;Desen Muzica Film Teatru;null;GRAFOART;null;2010;32;21x29.6;GRF978-973-9054-52-2
2010;5;Spre seara - Mihai Giugariu;0;0;18.306;Literatura contemporana;Mihai Giugariu;VREMEA;null;2010;200;200 x 130 mm;VRE978-973-645-381-6
2010;5;Oameni fara scapare - Vasile Radu;0;0;13.727;Literatura contemporana, Literatura Romana;Vasile Radu;VREMEA;null;2010;120;13 x 20;VRE978-973-645-385-4
2010;5;Poveste cu o fata - George C. Dumitru;4;1;15.561;Literatura contemporana;George C. Dumitru;VREMEA;null;2010;144;200 x 130 mm;VRE978-973-645-388-5
2010;5;Calatorie la Louisville - Fabiola Stoi;0;0;25.622;Literatura contemporana, Literatura Romana;Fabiola Stoi;VREMEA;null;2010;144;200 x 130 mm;VRE978-973-645-390-8
2010;5;Hronicul racului - Luca Dumitrescu;0;0;12.816;Poezie;Luca Dumitrescu;VREMEA;null;2010;160;20,5 x 11,5;VRE978-973-645-397-7
2010;5;Misca-ti mintea - Frank Wilde;0;0;21.85;Dezvoltare Profesionala;Frank Wilde;ANTET REVOLUTION;Necartonata;2010;184;200 x 130 mm;ANT973-636-341-2
2010;5;Idei creative 35: Costumatii de bal mascat - Sorin Curt;0;0;11.799;Bricolaj;Sorin Curt;CASA;Necartonata;2010;32;235 x 165 mm;CSE963-92214-9-5
2010;5;Gradina de legume - Helga Voit;0;0;33.155;Plante Gradinarit;Helga Voit;null;null;2010;72;165 x 195 mm;CAS606-92214-7-1
2010;5;Adio, zi de luni! - Dan Miller;0;0;32.946;Dezvoltare Profesionala;Dan Miller;AMSTA PUBLISHING;null;2010;288;210 x 140 mm;AMS973-92057-5-4
2010;5;Netherland - Joseph O'Neill;0;0;20.805;Literatura contemporana, Literatura Universala;Joseph O'Neill;LEDA;Necartonata;2010;268;200 x 130 mm;LED973-102-245-1
2010;5;Invata hardware, firmware si software design - O.G. Popa;0;0;26.25;Hardware;O.G. Popa;COMPLEMENT CONTROL;Necartonata;2010;400;300 x 210 x 24 mm;CLC978-606-92185-2-5
2010;5;Dictionar de pleonasme - Gheorghe Popa, Lucia Popa;0;0;25;Dictionare Romana;Gheorghe Popa, Lucia Popa;STIINTA;Cartonata;2010;304;195 x 130 mm;STI978-9975-67-651-9
2010;5;Radacini nostratice in limba romana - Mihai Vinereanu;5;1;59.95;Litere Filologie;Mihai Vinereanu;ALCOR;Cartonata;2010;143;280 x 220 mm;ALC978-973-8160-40-8
